radius_um,gap_um,through_min,through_min_wavelength_um,drop_max,drop_max_wavelength_um
1.4,0.08,0.20033808838623024,1.715656130857213,0.062383931805125255,1.4326794700626477
1.4,0.1,0.23846058992535507,1.5130151843817787,0.03980870127691769,1.4359238291302112
1.4,0.12,0.2621929808491017,1.6069577237645434,0.04128881056560897,1.4457456731267488
1.6,0.08,0.3019734659033626,1.681533269045323,0.0317851325787849,1.3963963963963966
1.6,0.1,0.34857342737207875,1.681533269045323,0.04387828037835565,1.5868501876919576
1.6,0.12,0.4086130717845667,1.681533269045323,0.03780322381911926,1.5868501876919576
1.8,0.08,0.215319823172236,1.6573601045503148,0.0043245152255088366,1.4523685580426864
1.8,0.1,0.2595451258852105,1.6573601045503148,0.003822019300614986,1.4523685580426864
1.8,0.12,0.312752033273985,1.6573601045503148,0.00303924693662339,1.4557028070541584
