score,radius_um,kappa1,kappa2,peak_nm,detuning_nm,drop_peak,through_at_peak,through_baseline,er_db,q_loaded,analytic_fsr_nm,convergence
7.699143110389592,5.3419414904442135,0.26775304244393017,0.2622097530748915,1549.475,0.525000000000091,0.9786201729671788,0.00013492219456974483,0.9986184121958764,38.693161726025764,3702.1867534548855,17.894699495598662,0.21909951594704613
7.896462308520892,3.9063627547004938,0.20808355994873562,0.2065297106616548,1550.10625,0.10625000000004547,0.9744703580763581,0.0002575104721138845,0.999492325794985,35.889845688279024,4472.068136629286,24.470957690640496,0.2035725080757889
7.896462308520892,3.9063627547004938,0.20808355994873562,0.2065297106616548,1550.10625,0.10625000000004547,0.9744703580763581,0.0002575104721138845,0.999492325794985,35.889845688279024,4472.068136629286,24.470957690640496,0.20064471204493456
7.896462308520892,3.9063627547004938,0.20808355994873562,0.2065297106616548,1550.10625,0.10625000000004547,0.9744703580763581,0.0002575104721138845,0.999492325794985,35.889845688279024,4472.068136629286,24.470957690640496,0.20257361996209527
7.896462308520892,3.9063627547004938,0.20808355994873562,0.2065297106616548,1550.10625,0.10625000000004547,0.9744703580763581,0.0002575104721138845,0.999492325794985,35.889845688279024,4472.068136629286,24.470957690640496,0.2005876832215204
7.896462308520892,3.9063627547004938,0.20808355994873562,0.2065297106616548,1550.10625,0.10625000000004547,0.9744703580763581,0.0002575104721138845,0.999492325794985,35.889845688279024,4472.068136629286,24.470957690640496,0.20805274135607701
7.896462308520892,3.9063627547004938,0.20808355994873562,0.2065297106616548,1550.10625,0.10625000000004547,0.9744703580763581,0.0002575104721138845,0.999492325794985,35.889845688279024,4472.068136629286,24.470957690640496,0.2173944088402422
7.896462308520892,3.9063627547004938,0.20808355994873562,0.2065297106616548,1550.10625,0.10625000000004547,0.9744703580763581,0.0002575104721138845,0.999492325794985,35.889845688279024,4472.068136629286,24.470957690640496,0.23202870055929684
7.896462308520892,3.9063627547004938,0.20808355994873562,0.2065297106616548,1550.10625,0.10625000000004547,0.9744703580763581,0.0002575104721138845,0.999492325794985,35.889845688279024,4472.068136629286,24.470957690640496,0.23202870055929684
7.896462308520892,3.9063627547004938,0.20808355994873562,0.2065297106616548,1550.10625,0.10625000000004547,0.9744703580763581,0.0002575104721138845,0.999492325794985,35.889845688279024,4472.068136629286,24.470957690640496,0.23572868198292915
7.896462308520892,3.9063627547004938,0.20808355994873562,0.2065297106616548,1550.10625,0.10625000000004547,0.9744703580763581,0.0002575104721138845,0.999492325794985,35.889845688279024,4472.068136629286,24.470957690640496,0.23477655838355932
7.896462308520892,3.9063627547004938,0.20808355994873562,0.2065297106616548,1550.10625,0.10625000000004547,0.9744703580763581,0.0002575104721138845,0.999492325794985,35.889845688279024,4472.068136629286,24.470957690640496,0.2428084575716889
7.936593294917615,3.9061771426956664,0.262915231342772,0.2612380651504585,1550.0625,0.0625,0.9841342040152694,0.0001228780854622004,0.9986814573384184,39.09952550254887,2776.137859622558,24.47212049082878,0.23503026763716492
7.95483681229318,3.9060676281448607,0.2952669419355791,0.29351701646513567,1550.03125,0.03125,0.9875672117911065,3.4882053426509096e-05,0.9978683886396585,44.56471221944324,2184.0878138939925,24.472806616502464,0.24316752666402028
7.95483681229318,3.9060676281448607,0.2952669419355791,0.29351701646513567,1550.03125,0.03125,0.9875672117911065,3.4882053426509096e-05,0.9978683886396585,44.56471221944324,2184.0878138939925,24.472806616502464,0.2441710952888103
7.95483681229318,3.9060676281448607,0.2952669419355791,0.29351701646513567,1550.03125,0.03125,0.9875672117911065,3.4882053426509096e-05,0.9978683886396585,44.56471221944324,2184.0878138939925,24.472806616502464,0.24170780582687093
7.95483681229318,3.9060676281448607,0.2952669419355791,0.29351701646513567,1550.03125,0.03125,0.9875672117911065,3.4882053426509096e-05,0.9978683886396585,44.56471221944324,2184.0878138939925,24.472806616502464,0.26230624499810434
7.95483681229318,3.9060676281448607,0.2952669419355791,0.29351701646513567,1550.03125,0.03125,0.9875672117911065,3.4882053426509096e-05,0.9978683886396585,44.56471221944324,2184.0878138939925,24.472806616502464,0.263046361096497
7.956529787594207,3.9060676281448607,0.3037458186669725,0.30059861787139147,1550.03125,0.03125,0.9881422211424562,5.625055544104742e-05,0.9976239721805608,42.488400611709636,2068.8353985730746,24.472806616502464,0.27743896000163293
7.956529787594207,3.9060676281448607,0.3037458186669725,0.30059861787139147,1550.03125,0.03125,0.9881422211424562,5.625055544104742e-05,0.9976239721805608,42.488400611709636,2068.8353985730746,24.472806616502464,0.2761986247183393
