wavelength_um,through_transmission
1.5209125475285172,0.974437658026536
1.5225933202357564,0.9742852846100387
1.5242778119237863,0.9741325573288899
1.5259660349495447,0.9739793920821672
1.5276580017247752,0.9738257015915514
1.5293537247163296,0.973671395144355
1.531053216446475,0.9735163786616086
1.5327564894932015,0.9733605550596521
1.5344635564905333,0.9732038248556206
1.5361744301288405,0.973046086953821
1.537889123155153,0.9728872395416225
1.539607648373479,0.9727271810198943
1.541330018645121,0.9725658108945406
1.5430562468889994,0.9724030305617983
1.5447863460819733,0.9722387439304839
1.546520329259167,0.9720728578386053
1.5482582095142965,0.9719052822389276
1.55,0.971735930147062
1.5517457139281692,0.9715647173652643
1.5534953645702831,0.9713915620139308
1.555248965257745,0.9712163839194514
1.5570065293822202,0.9710391039203043
1.5587680703959774,0.9708596431620133
1.5605336018122327,0.9706779224550837
1.5623031372054934,0.9704938617680577
1.5640766902119074,0.9703073799203981
1.5658542745296125,0.9701183945277196
1.5676359039190897,0.9699268222357623
1.5694215922035184,0.9697325792607256
1.5712113532691332,0.9695355822334807
1.5730052010655842,0.9693357493251269
1.574803149606299,0.9691330016125602
1.5766052129688493,0.9689272646264623
1.5784114052953158,0.9687184700108852
1.5802217407926595,0.9685065572144556
1.5820362337330953,0.9682914751280441
1.5838548984544643,0.9680731835830985
1.5856777493606138,0.9678516546285483
1.5875048009217771,0.9676268735121827
1.5893360676749553,0.9673988393045458
1.591171564224304,0.9671675651192544
1.5930113052415211,0.9669330779026722
1.594855305466238,0.9666954177873914
1.5967035797064126,0.966454637026653
1.5985561428387265,0.9662107985496632
1.6004130098089833,0.9659639741986964
1.6022741956325108,0.9657142427265074
1.604139715394567,0.9654616876450723
1.6060095842507447,0.9652063950225834
1.607883817427386,0.9649484513241756
1.6097624302219915,0.9646879413828677
1.6116454380036391,0.9644249465713773
1.6135328562134028,0.9641595432245492
1.6154247003647733,0.963891801338451
1.6173209860440851,0.9636217835487585
1.619221728910943,0.9633495443708829
1.6211269446986536,0.9630751296701389
1.6230366492146597,0.9627985763239226
1.6249508583409777,0.962519912040184
1.6268695880346367,0.9622391553065693
1.6287928543281232,0.9619563154602989
1.6307206733298265,0.9616713928868184
1.63265306122449,0.9613843793712277
1.6345900342736621,0.961095258636461
1.6365316088161543,0.9608040071024908
1.638477801268499,0.9605105948897182
1.6404286281254137,0.9602149870669588
1.6423841059602649,0.9599171451126985
1.6443442514255404,0.9596170285219144
1.6463090812533192,0.9593145964562029
1.6482786122557491,0.9590098093091204
1.6502528613255256,0.958702630048333
1.6522318454363758,0.958393025205931
1.6542155816435433,0.9580809654203646
1.6562040870842796,0.9577664254857278
1.6581973789783366,0.9574493839306502
1.6601954746284644,0.9571298222205968
1.6621983914209117,0.9568077237415458
1.6642061468259295,0.9564830727678859
1.6662187583982802,0.9561558536322017
1.668236243777748,0.9558260502928428
1.6702586206896555,0.955493646437144
1.6722859069453813,0.955158626169895
1.6743181204428843,0.9548209752329666
1.6763552791672303,0.954480682600999
1.678397401191121,0.95413774222165
1.6804445046754306,0.9537921546360961
1.6824966078697425,0.9534439282392647
1.6845537291128923,0.9530930800228226
1.6866158868335146,0.9527396357773469
1.6886830995505924,0.9523836298910799
1.6907553858740114,0.9520251050385998
1.6928327645051195,0.9516641121659968
1.6949152542372883,0.9513007112144259
1.6970028739564802,0.9509349729562983
1.6990956426418198,0.9505669821410457
1.7011935793661683,0.9501968418759189
1.7032967032967035,0.949824678839096
